DAuid,WPname,distance
59151892,Aria Banquet Convention Center,10199
59151892,Bridgeview Park,14788
59151892,Bolivar Park,14336
59151892,Scott Road Skytrain,10253
59151892,Surrey memorial parking,8180
59151892,David Brankin Elementary School/William Beagle Park,10567
59151892,Cedar Hills Shopping Center,9755
59151892,Holland Park,7918
59151892,Central City Shopping mall,7604
59151892,Kwantlen Park,7952
59151892,King George Skytrain,8233
59151892,Surrey Central,6871
59151892,APH Matthew Park,9018
59151893,Bear Creek Park,9155
59151893,Walmart Supercenter (88ave),11792
59151893,Big plaza at 88 and scott road,12575
59151893,LA Matheson Secondary School/Moffat Park,10753
59151893,Tannery Park,17851
59151893,Brownville Pub,16682
59151893,Aria Banquet Convention Center,9892
59151893,Bridgeview Park,9664
59151893,Bolivar Park,8831
59151893,Scott Road Skytrain,9946
59151893,Surrey memorial parking,7764
59151893,David Brankin Elementary School/William Beagle Park,10151
59151893,Cedar Hills Shopping Center,9339
59151893,Holland Park,8610
59151893,Central City Shopping mall,7189
59151893,Kwantlen Park,7645
59151893,King George Skytrain,7818
59151893,Surrey Central,6564
59151893,APH Matthew Park,8602
59151897,Bear Creek Park,9060
59151897,Walmart Supercenter (88ave),11697
59151897,Big plaza at 88 and scott road,12480
59151897,LA Matheson Secondary School/Moffat Park,10658
59151897,Tannery Park,10381
59151897,Brownville Pub,12284
59151897,Aria Banquet Convention Center,9697
59151897,Bridgeview Park,9469
59151897,Bolivar Park,8636
59151897,Scott Road Skytrain,9751
59151897,Surrey memorial parking,7669
59151897,David Brankin Elementary School/William Beagle Park,10056
59151897,Cedar Hills Shopping Center,9244
59151897,Holland Park,7417
59151897,Central City Shopping mall,7090
59151897,Kwantlen Park,7450
59151897,King George Skytrain,7047
59151897,Surrey Central,6369
59151897,APH Matthew Park,7985
59151898,Bear Creek Park,8765
59151898,Walmart Supercenter (88ave),11401
59151898,Big plaza at 88 and scott road,12185
59151898,LA Matheson Secondary School/Moffat Park,10362
59151898,Tannery Park,10085
59151898,Brownville Pub,17404
59151898,Aria Banquet Convention Center,9401
59151898,Bridgeview Park,9173
59151898,Bolivar Park,8341
59151898,Scott Road Skytrain,9455
59151898,Surrey memorial parking,7373
59151898,David Brankin Elementary School/William Beagle Park,9760
59151898,Cedar Hills Shopping Center,8948
59151898,Holland Park,7121
59151898,Central City Shopping mall,6795
59151898,Kwantlen Park,7155
59151898,King George Skytrain,6751
59151898,Surrey Central,6073
59151898,APH Matthew Park,7690
59151899,Bear Creek Park,9557
59151899,Walmart Supercenter (88ave),12194
59151899,Big plaza at 88 and scott road,12977
59151899,LA Matheson Secondary School/Moffat Park,11155
59151899,Tannery Park,10878
59151899,Brownville Pub,18497
59151899,Aria Banquet Convention Center,10194
59151899,Bridgeview Park,9965
59151899,Bolivar Park,9133
59151899,Scott Road Skytrain,10248
59151899,Surrey memorial parking,8166
59151899,David Brankin Elementary School/William Beagle Park,10553
59151899,Cedar Hills Shopping Center,9741
59151899,Holland Park,7913
59151899,Central City Shopping mall,7587
59151899,Kwantlen Park,7947
59151899,King George Skytrain,7544
59151899,Surrey Central,6866
59151899,APH Matthew Park,8482
59151900,Bear Creek Park,7621
59151900,Walmart Supercenter (88ave),10347
59151900,Big plaza at 88 and scott road,11082
59151900,LA Matheson Secondary School/Moffat Park,9260
59151900,Tannery Park,9217
59151900,Brownville Pub,8621
59151900,Aria Banquet Convention Center,6976
59151900,Bridgeview Park,6747
59151900,Bolivar Park,4710
59151900,Scott Road Skytrain,7030
59151900,Surrey memorial parking,6229
59151900,David Brankin Elementary School/William Beagle Park,8776
59151900,Cedar Hills Shopping Center,7997
59151900,Holland Park,6605
59151900,Central City Shopping mall,5374
59151900,Kwantlen Park,6074
59151900,King George Skytrain,5785
59151900,Surrey Central,5064
59151900,APH Matthew Park,7189
59151901,Bear Creek Park,7513
59151901,Walmart Supercenter (88ave),10239
59151901,Big plaza at 88 and scott road,10974
59151901,LA Matheson Secondary School/Moffat Park,9152
59151901,Tannery Park,9109
59151901,Brownville Pub,9455
59151901,Aria Banquet Convention Center,6868
59151901,Bridgeview Park,6639
59151901,Bolivar Park,5807
59151901,Scott Road Skytrain,6922
59151901,Surrey memorial parking,6121
59151901,David Brankin Elementary School/William Beagle Park,8668
59151901,Cedar Hills Shopping Center,7889
59151901,Holland Park,6497
59151901,Central City Shopping mall,5266
59151901,Kwantlen Park,5966
59151901,King George Skytrain,5575
59151901,Surrey Central,4939
59151901,APH Matthew Park,7081
59151902,Bear Creek Park,6997
59151902,Walmart Supercenter (88ave),9723
59151902,Big plaza at 88 and scott road,10459
59151902,LA Matheson Secondary School/Moffat Park,8636
59151902,Tannery Park,8593
59151902,Brownville Pub,8939
59151902,Aria Banquet Convention Center,6352
59151902,Bridgeview Park,6124
59151902,Bolivar Park,5291
59151902,Scott Road Skytrain,6406
59151902,Surrey memorial parking,5606
59151902,David Brankin Elementary School/William Beagle Park,8152
59151902,Cedar Hills Shopping Center,7373
59151902,Holland Park,5981
59151902,Central City Shopping mall,4751
59151902,Kwantlen Park,5450
59151902,King George Skytrain,5059
59151902,Surrey Central,4423
59151902,APH Matthew Park,6565
59151903,Bear Creek Park,6694
59151903,Walmart Supercenter (88ave),9420
59151903,Big plaza at 88 and scott road,10155
59151903,LA Matheson Secondary School/Moffat Park,8333
59151903,Tannery Park,8290
59151903,Brownville Pub,8635
59151903,Aria Banquet Convention Center,6049
59151903,Bridgeview Park,5820
59151903,Bolivar Park,4988
59151903,Scott Road Skytrain,6103
59151903,Surrey memorial parking,5398
59151903,David Brankin Elementary School/William Beagle Park,7849
59151903,Cedar Hills Shopping Center,7070
59151903,Holland Park,5678
59151903,Central City Shopping mall,4447
59151903,Kwantlen Park,5146
59151903,King George Skytrain,4789
59151903,Surrey Central,4068
59151903,APH Matthew Park,5727
59151904,Bear Creek Park,5886
59151904,Walmart Supercenter (88ave),8612
59151904,Big plaza at 88 and scott road,9347
59151904,LA Matheson Secondary School/Moffat Park,7525
59151904,Tannery Park,7482
59151904,Brownville Pub,7828
59151904,Aria Banquet Convention Center,5241
59151904,Bridgeview Park,5012
59151904,Bolivar Park,4180
59151904,Scott Road Skytrain,5295
59151904,Surrey memorial parking,4494
59151904,David Brankin Elementary School/William Beagle Park,7041
59151904,Cedar Hills Shopping Center,6262
59151904,Holland Park,4870
59151904,Central City Shopping mall,3639
59151904,Kwantlen Park,4339
59151904,King George Skytrain,3948
59151904,Surrey Central,3312
59151904,APH Matthew Park,5454
59151905,Bear Creek Park,6431
59151905,Walmart Supercenter (88ave),9157
59151905,Big plaza at 88 and scott road,9893
59151905,LA Matheson Secondary School/Moffat Park,8070
59151905,Tannery Park,8027
59151905,Brownville Pub,8373
59151905,Aria Banquet Convention Center,5786
59151905,Bridgeview Park,5558
59151905,Bolivar Park,4725
59151905,Scott Road Skytrain,5840
59151905,Surrey memorial parking,5039
59151905,David Brankin Elementary School/William Beagle Park,7586
59151905,Cedar Hills Shopping Center,6807
59151905,Holland Park,5415
59151905,Central City Shopping mall,4184
59151905,Kwantlen Park,4884
59151905,King George Skytrain,4507
59151905,Surrey Central,3798
59151905,APH Matthew Park,5999
59151906,Bear Creek Park,5229
59151906,Walmart Supercenter (88ave),7955
59151906,Big plaza at 88 and scott road,8691
59151906,LA Matheson Secondary School/Moffat Park,6869
59151906,Tannery Park,6825
59151906,Brownville Pub,7171
59151906,Aria Banquet Convention Center,4584
59151906,Bridgeview Park,4356
59151906,Bolivar Park,2654
59151906,Scott Road Skytrain,4638
59151906,Surrey memorial parking,3838
59151906,David Brankin Elementary School/William Beagle Park,6384
59151906,Cedar Hills Shopping Center,5606
59151906,Holland Park,4214
59151906,Central City Shopping mall,2983
59151906,Kwantlen Park,3682
59151906,King George Skytrain,3291
59151906,Surrey Central,2655
59151906,APH Matthew Park,4797
59151907,Bear Creek Park,5428
59151907,Walmart Supercenter (88ave),8065
59151907,Big plaza at 88 and scott road,8808
59151907,LA Matheson Secondary School/Moffat Park,7068
59151907,Tannery Park,6430
59151907,Brownville Pub,6776
59151907,Aria Banquet Convention Center,4189
59151907,Bridgeview Park,3961
59151907,Bolivar Park,2344
59151907,Scott Road Skytrain,4243
59151907,Surrey memorial parking,4037
59151907,David Brankin Elementary School/William Beagle Park,6584
59151907,Cedar Hills Shopping Center,5805
59151907,Holland Park,4413
59151907,Central City Shopping mall,3142
59151907,Kwantlen Park,3881
59151907,King George Skytrain,3490
59151907,Surrey Central,2806
59151907,APH Matthew Park,4428
59151908,Bear Creek Park,5565
59151908,Walmart Supercenter (88ave),7904
59151908,Big plaza at 88 and scott road,8516
59151908,LA Matheson Secondary School/Moffat Park,6818
59151908,Tannery Park,6139
59151908,Brownville Pub,6485
59151908,Aria Banquet Convention Center,3898
59151908,Bridgeview Park,3669
59151908,Bolivar Park,2074
59151908,Scott Road Skytrain,3952
59151908,Surrey memorial parking,4174
59151908,David Brankin Elementary School/William Beagle Park,6333
59151908,Cedar Hills Shopping Center,5555
59151908,Holland Park,4162
59151908,Central City Shopping mall,2932
59151908,Kwantlen Park,3631
59151908,King George Skytrain,3245
59151908,Surrey Central,2604
59151908,APH Matthew Park,4746
59151909,Bear Creek Park,5898
59151909,Walmart Supercenter (88ave),8237
59151909,Big plaza at 88 and scott road,8849
59151909,LA Matheson Secondary School/Moffat Park,7150
59151909,Tannery Park,6472
59151909,Brownville Pub,5972
59151909,Aria Banquet Convention Center,4230
59151909,Bridgeview Park,4002
59151909,Bolivar Park,2061
59151909,Scott Road Skytrain,4284
59151909,Surrey memorial parking,4506
59151909,David Brankin Elementary School/William Beagle Park,6666
59151909,Cedar Hills Shopping Center,5887
59151909,Holland Park,4495
59151909,Central City Shopping mall,3264
59151909,Kwantlen Park,3964
59151909,King George Skytrain,3577
59151909,Surrey Central,2937
59151909,APH Matthew Park,5079
59151910,Bear Creek Park,6492
59151910,Walmart Supercenter (88ave),8831
59151910,Big plaza at 88 and scott road,10021
59151910,LA Matheson Secondary School/Moffat Park,7745
59151910,Tannery Park,6796
59151910,Brownville Pub,5627
59151910,Aria Banquet Convention Center,4599
59151910,Bridgeview Park,3821
59151910,Bolivar Park,1716
59151910,Scott Road Skytrain,4653
59151910,Surrey memorial parking,5101
59151910,David Brankin Elementary School/William Beagle Park,7260
59151910,Cedar Hills Shopping Center,6482
59151910,Holland Park,5089
59151910,Central City Shopping mall,3859
59151910,Kwantlen Park,4558
59151910,King George Skytrain,4172
59151910,Surrey Central,3531
59151910,APH Matthew Park,5673
59151911,Bear Creek Park,6573
59151911,Walmart Supercenter (88ave),8912
59151911,Big plaza at 88 and scott road,9524
59151911,LA Matheson Secondary School/Moffat Park,7825
59151911,Tannery Park,7147
59151911,Brownville Pub,6647
59151911,Aria Banquet Convention Center,4906
59151911,Bridgeview Park,4677
59151911,Bolivar Park,2736
59151911,Scott Road Skytrain,4960
59151911,Surrey memorial parking,5182
59151911,David Brankin Elementary School/William Beagle Park,7341
59151911,Cedar Hills Shopping Center,6562
59151911,Holland Park,5170
59151911,Central City Shopping mall,3940
59151911,Kwantlen Park,4639
59151911,King George Skytrain,4253
59151911,Surrey Central,3612
59151911,APH Matthew Park,5754
59151912,Bear Creek Park,7603
59151912,Walmart Supercenter (88ave),10328
59151912,Big plaza at 88 and scott road,11125
59151912,LA Matheson Secondary School/Moffat Park,9242
59151912,Tannery Park,8565
59151912,Brownville Pub,7396
59151912,Aria Banquet Convention Center,6507
59151912,Bridgeview Park,6279
59151912,Bolivar Park,3486
59151912,Scott Road Skytrain,6561
59151912,Surrey memorial parking,6307
59151912,David Brankin Elementary School/William Beagle Park,8758
59151912,Cedar Hills Shopping Center,7979
59151912,Holland Park,6587
59151912,Central City Shopping mall,5356
59151912,Kwantlen Park,6055
59151912,King George Skytrain,5698
59151912,Surrey Central,4977
59151912,APH Matthew Park,6636
59151913,Bear Creek Park,7268
59151913,Walmart Supercenter (88ave),10095
59151913,Big plaza at 88 and scott road,8816
59151913,LA Matheson Secondary School/Moffat Park,7810
59151913,Tannery Park,5592
59151913,Brownville Pub,4423
59151913,Aria Banquet Convention Center,3459
59151913,Bridgeview Park,2617
59151913,Bolivar Park,512
59151913,Scott Road Skytrain,3512
59151913,Surrey memorial parking,5876
59151913,David Brankin Elementary School/William Beagle Park,7279
59151913,Cedar Hills Shopping Center,6500
59151913,Holland Park,5029
59151913,Central City Shopping mall,4479
59151913,Kwantlen Park,4498
59151913,King George Skytrain,5329
59151913,Surrey Central,4152
59151913,APH Matthew Park,5613
59151914,Bear Creek Park,6090
59151914,Walmart Supercenter (88ave),8075
59151914,Big plaza at 88 and scott road,8300
59151914,LA Matheson Secondary School/Moffat Park,7294
59151914,Tannery Park,6047
59151914,Brownville Pub,4878
59151914,Aria Banquet Convention Center,3682
59151914,Bridgeview Park,3072
59151914,Bolivar Park,967
59151914,Scott Road Skytrain,3736
59151914,Surrey memorial parking,4699
59151914,David Brankin Elementary School/William Beagle Park,6627
59151914,Cedar Hills Shopping Center,5848
59151914,Holland Park,4456
59151914,Central City Shopping mall,3906
59151914,Kwantlen Park,3924
59151914,King George Skytrain,4152
59151914,Surrey Central,3578
59151914,APH Matthew Park,5040
59151915,Bear Creek Park,5863
59151915,Walmart Supercenter (88ave),7848
59151915,Big plaza at 88 and scott road,8073
59151915,LA Matheson Secondary School/Moffat Park,7067
59151915,Tannery Park,6351
59151915,Brownville Pub,5182
59151915,Aria Banquet Convention Center,3455
59151915,Bridgeview Park,3226
59151915,Bolivar Park,1271
59151915,Scott Road Skytrain,3509
59151915,Surrey memorial parking,4472
59151915,David Brankin Elementary School/William Beagle Park,6400
59151915,Cedar Hills Shopping Center,5621
59151915,Holland Park,4229
59151915,Central City Shopping mall,3679
59151915,Kwantlen Park,3698
59151915,King George Skytrain,3925
59151915,Surrey Central,3351
59151915,APH Matthew Park,4813
59151916,Bear Creek Park,5618
59151916,Walmart Supercenter (88ave),7621
59151916,Big plaza at 88 and scott road,8057
59151916,LA Matheson Secondary School/Moffat Park,6535
59151916,Tannery Park,5680
59151916,Brownville Pub,6026
59151916,Aria Banquet Convention Center,3439
59151916,Bridgeview Park,3211
59151916,Bolivar Park,2105
59151916,Scott Road Skytrain,3493
59151916,Surrey memorial parking,4226
59151916,David Brankin Elementary School/William Beagle Park,6051
59151916,Cedar Hills Shopping Center,5272
59151916,Holland Park,3880
59151916,Central City Shopping mall,2649
59151916,Kwantlen Park,3348
59151916,King George Skytrain,2962
59151916,Surrey Central,2321
59151916,APH Matthew Park,4463
59151917,Bear Creek Park,5984
59151917,Walmart Supercenter (88ave),7340
59151917,Big plaza at 88 and scott road,8158
59151917,LA Matheson Secondary School/Moffat Park,6253
59151917,Tannery Park,5781
59151917,Brownville Pub,6127
59151917,Aria Banquet Convention Center,3540
59151917,Bridgeview Park,3312
59151917,Bolivar Park,2479
59151917,Scott Road Skytrain,3594
59151917,Surrey memorial parking,4592
59151917,David Brankin Elementary School/William Beagle Park,5769
59151917,Cedar Hills Shopping Center,4990
59151917,Holland Park,3598
59151917,Central City Shopping mall,2367
59151917,Kwantlen Park,3066
59151917,King George Skytrain,2680
