INCIDENT_TYPE,HUNDRED_BLOCK,MONTH,YEAR,FILE_NUMBER,lon,lat
Theft from Motor Vehicle,2400 148TH ST,1,2020,20-13690,-122.8123161,49.045677
Theft from Motor Vehicle,800 164TH ST,1,2020,20-13748,-122.7678734,49.0168075
Theft from Motor Vehicle,3000 KING GEORGE BLVD,1,2020,20-13876,-122.805798,49.05574
Theft from Motor Vehicle,1400 129A ST,1,2020,20-14259,-122.8639415,49.027645
Theft from Motor Vehicle,2900 156TH ST,1,2020,20-14350,-122.7897598,49.0543782
Theft from Motor Vehicle,12700 25A AVE,1,2020,20-14491,-122.8700784,49.0486613
Theft from Motor Vehicle,2400 KING GEORGE BLVD,1,2020,20-14501,-122.7932232,49.0459039
Theft from Motor Vehicle,1700 140A ST,1,2020,20-800056,-122.8328493,49.0330838
Theft from Motor Vehicle,2400 142ND ST,1,2020,20-15055,-122.8288112,49.12420669999999
Theft from Motor Vehicle,15900 ALDER PL,1,2020,20-800057,-122.78122,49.0316889
Theft from Motor Vehicle,15500 26TH AVE,1,2020,20-15358,-122.7929693,49.0492166
Theft from Motor Vehicle,2800 MCKENZIE AVE,1,2020,20-15390,-122.8827411,49.0534257
Theft from Motor Vehicle,19400 32ND AVE,1,2020,20-15521,-122.6857628,49.0596744
Theft from Motor Vehicle,3300 151ST ST,1,2020,20-15924,-122.8025943,49.056096
Theft from Motor Vehicle,1500 131ST ST,1,2020,20-15969,-122.8592547,49.0294547
Theft from Motor Vehicle,14700 32ND AVE,1,2020,20-15970,-122.8146491,49.060156
Theft from Motor Vehicle,12200 BEECHER ST,1,2020,20-16233,-122.8839715,49.0523783
Theft from Motor Vehicle,14200 20TH AVE,1,2020,20-18179,-122.829361,49.0384444
Theft from Motor Vehicle,1800 SOUTHMERE CRES,1,2020,20-333,-122.8090667,49.0348299
Theft from Motor Vehicle,16000 14TH AVE,1,2020,20-2676,-122.8457794,49.0276854
Theft from Motor Vehicle,15300 20TH AVE,1,2020,20-2798,-122.7983577,49.03803509999999
Theft from Motor Vehicle,15700 WILLS BROOK WAY,1,2020,20-2825,-122.7875715,49.0548431
Theft from Motor Vehicle,3100 141ST ST,1,2020,20-5446,-122.8307477,49.0582468
Theft from Motor Vehicle,1800 AMBLE GREENE BLVD,1,2020,20-6058,-122.8540073,49.034687
Theft from Motor Vehicle,2600 144TH ST,1,2020,20-6845,-122.8232739,49.0492068
Theft from Motor Vehicle,16000 16TH AVE,1,2020,20-12317,-122.779241,49.0310255
Theft from Motor Vehicle,1600 140TH ST,1,2020,20-5460,-122.834363,49.0312503
Theft from Motor Vehicle,2300 KING GEORGE BLVD,1,2020,20-11751,-122.7900987,49.0428098
Shoplifting,10300 KING GEORGE BLVD,1,2020,20-314,-122.8453333,49.1888249
Shoplifting,10300 KING GEORGE BLVD,1,2020,20-417,-122.8453333,49.1888249
Shoplifting,10700 KING GEORGE BLVD,1,2020,20-985,-122.8448779,49.1970511
Shoplifting,10300 KING GEORGE BLVD,1,2020,20-1868,-122.8453333,49.1888249
Shoplifting,10100 KING GEORGE BLVD,1,2020,20-1906,-122.845107,49.186183
Shoplifting,10300 KING GEORGE BLVD,1,2020,20-2026,-122.8453333,49.1888249
Shoplifting,10100 KING GEORGE BLVD,1,2020,20-2473,-122.845107,49.186183
Shoplifting,10100 KING GEORGE BLVD,1,2020,20-2842,-122.845107,49.186183
Shoplifting,104TH AVE / KING GEORGE BLVD,1,2020,20-3331,-122.8452331,49.191554
Shoplifting,10100 KING GEORGE BLVD,1,2020,20-3486,-122.845107,49.186183
Shoplifting,10300 KING GEORGE BLVD,1,2020,20-3554,-122.8453333,49.1888249
Shoplifting,10400 KING GEORGE BLVD,1,2020,20-3600,-122.8452331,49.191554
Shoplifting,12700 110TH AVE,1,2020,20-3807,-122.8722417,49.2026373
Shoplifting,10300 KING GEORGE BLVD,1,2020,20-3814,-122.8453333,49.1888249
Shoplifting,10100 KING GEORGE BLVD,1,2020,20-3895,-122.845107,49.186183
Shoplifting,10100 KING GEORGE BLVD,1,2020,20-4085,-122.845107,49.186183
Shoplifting,10300 KING GEORGE BLVD,1,2020,20-4366,-122.8453333,49.1888249
Shoplifting,12700 KING GEORGE BLVD,1,2020,20-4386,-122.8695947,49.2055752
Shoplifting,10300 KING GEORGE BLVD,1,2020,20-4396,-122.8453333,49.1888249
Shoplifting,10300 KING GEORGE BLVD,1,2020,20-4512,-122.8453333,49.1888249
Shoplifting,13600 102ND AVE,1,2020,20-4533,-122.8453551,49.1878104
Shoplifting,10500 KING GEORGE BLVD,1,2020,20-4576,-122.8452261,49.1934629
Shoplifting,10200 WHALLEY BLVD,1,2020,20-4684,-122.842711,49.1875817
Shoplifting,12700 110TH AVE,1,2020,20-4748,-122.8722417,49.2026373
Shoplifting,10400 KING GEORGE BLVD,1,2020,20-4749,-122.8452331,49.191554
Shoplifting,10300 KING GEORGE BLVD,1,2020,20-4790,-122.8453333,49.1888249
Shoplifting,10100 KING GEORGE BLVD,1,2020,20-4990,-122.845107,49.186183
Shoplifting,10100 KING GEORGE BLVD,1,2020,20-5142,-122.845107,49.186183
Shoplifting,10300 KING GEORGE BLVD,1,2020,20-5237,-122.8453333,49.1888249
Shoplifting,10100 KING GEORGE BLVD,1,2020,20-5264,-122.845107,49.186183
Shoplifting,10500 KING GEORGE BLVD,1,2020,20-5270,-122.8452261,49.1934629
Shoplifting,10300 KING GEORGE BLVD,1,2020,20-5330,-122.8453333,49.1888249
Shoplifting,10800 CITY PKWY,1,2020,20-5477,-122.8487967,49.1989026
Shoplifting,10100 KING GEORGE BLVD,1,2020,20-5588,-122.845107,49.186183
Shoplifting,10300 KING GEORGE BLVD,1,2020,20-5635,-122.8453333,49.1888249
Shoplifting,10100 KING GEORGE BLVD,1,2020,20-5753,-122.845107,49.186183
Shoplifting,10100 KING GEORGE BLVD,1,2020,20-5758,-122.845107,49.186183
Shoplifting,10300 KING GEORGE BLVD,1,2020,20-6114,-122.8453333,49.1888249
Shoplifting,10300 KING GEORGE BLVD,1,2020,20-6195,-122.8453333,49.1888249
Shoplifting,10100 KING GEORGE BLVD,1,2020,20-6221,-122.845107,49.186183
Shoplifting,10300 KING GEORGE BLVD,1,2020,20-6261,-122.8453333,49.1888249
Shoplifting,10400 KING GEORGE BLVD,1,2020,20-6283,-122.8452331,49.191554
Shoplifting,10800 CITY PKWY,1,2020,20-6611,-122.8487967,49.1989026
Shoplifting,10100 KING GEORGE BLVD,1,2020,20-6821,-122.845107,49.186183
Shoplifting,10700 KING GEORGE BLVD,1,2020,20-6866,-122.8448779,49.1970511
Shoplifting,10100 KING GEORGE BLVD,1,2020,20-7153,-122.845107,49.186183
Shoplifting,10300 KING GEORGE BLVD,1,2020,20-7290,-122.8453333,49.1888249
Shoplifting,10100 KING GEORGE BLVD,1,2020,20-7310,-122.845107,49.186183
Shoplifting,12700 110TH AVE,1,2020,20-7370,-122.8722417,49.2026373
Shoplifting,10500 KING GEORGE BLVD,1,2020,20-7735,-122.8452261,49.1934629
Shoplifting,12700 110TH AVE,1,2020,20-8183,-122.8722417,49.2026373
Shoplifting,10300 KING GEORGE BLVD,1,2020,20-8236,-122.8453333,49.1888249
Shoplifting,13400 102ND AVE,1,2020,20-8351,-122.8486668,49.1870554
Shoplifting,13400 102ND AVE,1,2020,20-8653,-122.8486668,49.1870554
Shoplifting,10300 KING GEORGE BLVD,1,2020,20-8710,-122.8453333,49.1888249
Shoplifting,10100 KING GEORGE BLVD,1,2020,20-9090,-122.845107,49.186183
Shoplifting,10100 KING GEORGE BLVD,1,2020,20-9089,-122.845107,49.186183
Shoplifting,10700 KING GEORGE BLVD,1,2020,20-9189,-122.8448779,49.1970511
Shoplifting,10600 KING GEORGE BLVD,1,2020,20-9502,-122.8449284,49.1955123
Shoplifting,10100 KING GEORGE BLVD,1,2020,20-9512,-122.845107,49.186183
Shoplifting,10800 CITY PKWY,1,2020,20-9644,-122.8487967,49.1989026
Shoplifting,10700 KING GEORGE BLVD,1,2020,20-10708,-122.8448779,49.1970511
Shoplifting,10100 KING GEORGE BLVD,1,2020,20-11178,-122.845107,49.186183
Shoplifting,12800 96TH AVE,1,2020,20-11197,-122.8685679,49.1767121
Shoplifting,10700 KING GEORGE BLVD,1,2020,20-12284,-122.8448779,49.1970511
Shoplifting,10400 KING GEORGE BLVD,1,2020,20-12968,-122.8452331,49.191554
Shoplifting,10300 KING GEORGE BLVD,1,2020,20-13577,-122.8453333,49.1888249
Shoplifting,10400 KING GEORGE BLVD,1,2020,20-13908,-122.8452331,49.191554
Shoplifting,13900 FRASER HWY,1,2020,20-13918,-122.8373485,49.1795427
Shoplifting,10100 KING GEORGE BLVD,1,2020,20-13964,-122.845107,49.186183
Shoplifting,10700 KING GEORGE BLVD,1,2020,20-14265,-122.8448779,49.1970511
Shoplifting,10700 KING GEORGE BLVD,1,2020,20-14870,-122.8448779,49.1970511
Shoplifting,10300 KING GEORGE BLVD,1,2020,20-15553,-122.8453333,49.1888249
Shoplifting,10800 CITY PKWY,1,2020,20-15644,-122.8487967,49.1989026
Shoplifting,13400 102ND AVE,1,2020,20-15760,-122.8486668,49.1870554
Shoplifting,10300 KING GEORGE BLVD,1,2020,20-16124,-122.8453333,49.1888249
Shoplifting,10300 KING GEORGE BLVD,1,2020,20-4463,-122.8453333,49.1888249
Shoplifting,10100 KING GEORGE BLVD,1,2020,20-4517,-122.845107,49.186183
Shoplifting,10100 KING GEORGE BLVD,1,2020,20-4616,-122.845107,49.186183
